6.366146654837819341e+01,6.394138335391927797e+01,6.397776175699906531e+01,6.320377775685506094e+01,6.410636313609511205e+01,6.378107777653141852e+01,6.365588051124782254e+01,6.455693282728778115e+01,6.410063741682731120e+01,6.401461904649656276e+01
6.435012123395682693e+01,6.366146654837819341e+01,6.394138335391927797e+01,6.397776175699906531e+01,6.320377775685506094e+01,6.410636313609511205e+01,6.378107777653141852e+01,6.365588051124782254e+01,6.455693282728778115e+01,6.410063741682731120e+01
6.427832005178296981e+01,6.435012123395682693e+01,6.366146654837819341e+01,6.394138335391927797e+01,6.397776175699906531e+01,6.320377775685506094e+01,6.410636313609511205e+01,6.378107777653141852e+01,6.365588051124782254e+01,6.455693282728778115e+01
6.445767965913579189e+01,6.427832005178296981e+01,6.435012123395682693e+01,6.366146654837819341e+01,6.394138335391927797e+01,6.397776175699906531e+01,6.320377775685506094e+01,6.410636313609511205e+01,6.378107777653141852e+01,6.365588051124782254e+01
6.416617428707803583e+01,6.445767965913579189e+01,6.427832005178296981e+01,6.435012123395682693e+01,6.366146654837819341e+01,6.394138335391927797e+01,6.397776175699906531e+01,6.320377775685506094e+01,6.410636313609511205e+01,6.378107777653141852e+01
6.446767475552753979e+01,6.416617428707803583e+01,6.445767965913579189e+01,6.427832005178296981e+01,6.435012123395682693e+01,6.366146654837819341e+01,6.394138335391927797e+01,6.397776175699906531e+01,6.320377775685506094e+01,6.410636313609511205e+01
6.396608856147296507e+01,6.446767475552753979e+01,6.416617428707803583e+01,6.445767965913579189e+01,6.427832005178296981e+01,6.435012123395682693e+01,6.366146654837819341e+01,6.394138335391927797e+01,6.397776175699906531e+01,6.320377775685506094e+01
6.408318955465381350e+01,6.396608856147296507e+01,6.446767475552753979e+01,6.416617428707803583e+01,6.445767965913579189e+01,6.427832005178296981e+01,6.435012123395682693e+01,6.366146654837819341e+01,6.394138335391927797e+01,6.397776175699906531e+01
6.413683229327159552e+01,6.408318955465381350e+01,6.396608856147296507e+01,6.446767475552753979e+01,6.416617428707803583e+01,6.445767965913579189e+01,6.427832005178296981e+01,6.435012123395682693e+01,6.366146654837819341e+01,6.394138335391927797e+01
6.386244722013322672e+01,6.413683229327159552e+01,6.408318955465381350e+01,6.396608856147296507e+01,6.446767475552753979e+01,6.416617428707803583e+01,6.445767965913579189e+01,6.427832005178296981e+01,6.435012123395682693e+01,6.366146654837819341e+01
6.473206095298856155e+01,6.386244722013322672e+01,6.413683229327159552e+01,6.408318955465381350e+01,6.396608856147296507e+01,6.446767475552753979e+01,6.416617428707803583e+01,6.445767965913579189e+01,6.427832005178296981e+01,6.435012123395682693e+01
6.412779889412739465e+01,6.473206095298856155e+01,6.386244722013322672e+01,6.413683229327159552e+01,6.408318955465381350e+01,6.396608856147296507e+01,6.446767475552753979e+01,6.416617428707803583e+01,6.445767965913579189e+01,6.427832005178296981e+01
6.412391593111617283e+01,6.412779889412739465e+01,6.473206095298856155e+01,6.386244722013322672e+01,6.413683229327159552e+01,6.408318955465381350e+01,6.396608856147296507e+01,6.446767475552753979e+01,6.416617428707803583e+01,6.445767965913579189e+01
6.371839948879839000e+01,6.412391593111617283e+01,6.412779889412739465e+01,6.473206095298856155e+01,6.386244722013322672e+01,6.413683229327159552e+01,6.408318955465381350e+01,6.396608856147296507e+01,6.446767475552753979e+01,6.416617428707803583e+01
6.419675091289113311e+01,6.371839948879839000e+01,6.412391593111617283e+01,6.412779889412739465e+01,6.473206095298856155e+01,6.386244722013322672e+01,6.413683229327159552e+01,6.408318955465381350e+01,6.396608856147296507e+01,6.446767475552753979e+01
6.439335340269940389e+01,6.419675091289113311e+01,6.371839948879839000e+01,6.412391593111617283e+01,6.412779889412739465e+01,6.473206095298856155e+01,6.386244722013322672e+01,6.413683229327159552e+01,6.408318955465381350e+01,6.396608856147296507e+01
6.382889048392405584e+01,6.439335340269940389e+01,6.419675091289113311e+01,6.371839948879839000e+01,6.412391593111617283e+01,6.412779889412739465e+01,6.473206095298856155e+01,6.386244722013322672e+01,6.413683229327159552e+01,6.408318955465381350e+01
6.400997238125499678e+01,6.382889048392405584e+01,6.439335340269940389e+01,6.419675091289113311e+01,6.371839948879839000e+01,6.412391593111617283e+01,6.412779889412739465e+01,6.473206095298856155e+01,6.386244722013322672e+01,6.413683229327159552e+01
6.424401329461058197e+01,6.400997238125499678e+01,6.382889048392405584e+01,6.439335340269940389e+01,6.419675091289113311e+01,6.371839948879839000e+01,6.412391593111617283e+01,6.412779889412739465e+01,6.473206095298856155e+01,6.386244722013322672e+01
6.413811825804071987e+01,6.424401329461058197e+01,6.400997238125499678e+01,6.382889048392405584e+01,6.439335340269940389e+01,6.419675091289113311e+01,6.371839948879839000e+01,6.412391593111617283e+01,6.412779889412739465e+01,6.473206095298856155e+01
6.431999827634670908e+01,6.413811825804071987e+01,6.424401329461058197e+01,6.400997238125499678e+01,6.382889048392405584e+01,6.439335340269940389e+01,6.419675091289113311e+01,6.371839948879839000e+01,6.412391593111617283e+01,6.412779889412739465e+01
6.426705541955674050e+01,6.431999827634670908e+01,6.413811825804071987e+01,6.424401329461058197e+01,6.400997238125499678e+01,6.382889048392405584e+01,6.439335340269940389e+01,6.419675091289113311e+01,6.371839948879839000e+01,6.412391593111617283e+01
6.356558809905948237e+01,6.426705541955674050e+01,6.431999827634670908e+01,6.413811825804071987e+01,6.424401329461058197e+01,6.400997238125499678e+01,6.382889048392405584e+01,6.439335340269940389e+01,6.419675091289113311e+01,6.371839948879839000e+01
6.387193793123071117e+01,6.356558809905948237e+01,6.426705541955674050e+01,6.431999827634670908e+01,6.413811825804071987e+01,6.424401329461058197e+01,6.400997238125499678e+01,6.382889048392405584e+01,6.439335340269940389e+01,6.419675091289113311e+01
6.443282850701666575e+01,6.387193793123071117e+01,6.356558809905948237e+01,6.426705541955674050e+01,6.431999827634670908e+01,6.413811825804071987e+01,6.424401329461058197e+01,6.400997238125499678e+01,6.382889048392405584e+01,6.439335340269940389e+01
6.407297352083702435e+01,6.443282850701666575e+01,6.387193793123071117e+01,6.356558809905948237e+01,6.426705541955674050e+01,6.431999827634670908e+01,6.413811825804071987e+01,6.424401329461058197e+01,6.400997238125499678e+01,6.382889048392405584e+01
6.427523395051686350e+01,6.407297352083702435e+01,6.443282850701666575e+01,6.387193793123071117e+01,6.356558809905948237e+01,6.426705541955674050e+01,6.431999827634670908e+01,6.413811825804071987e+01,6.424401329461058197e+01,6.400997238125499678e+01
6.423623721151808752e+01,6.427523395051686350e+01,6.407297352083702435e+01,6.443282850701666575e+01,6.387193793123071117e+01,6.356558809905948237e+01,6.426705541955674050e+01,6.431999827634670908e+01,6.413811825804071987e+01,6.424401329461058197e+01
6.451347444597608671e+01,6.423623721151808752e+01,6.427523395051686350e+01,6.407297352083702435e+01,6.443282850701666575e+01,6.387193793123071117e+01,6.356558809905948237e+01,6.426705541955674050e+01,6.431999827634670908e+01,6.413811825804071987e+01
6.408665891613489407e+01,6.451347444597608671e+01,6.423623721151808752e+01,6.427523395051686350e+01,6.407297352083702435e+01,6.443282850701666575e+01,6.387193793123071117e+01,6.356558809905948237e+01,6.426705541955674050e+01,6.431999827634670908e+01
6.416970239129027220e+01,6.408665891613489407e+01,6.451347444597608671e+01,6.423623721151808752e+01,6.427523395051686350e+01,6.407297352083702435e+01,6.443282850701666575e+01,6.387193793123071117e+01,6.356558809905948237e+01,6.426705541955674050e+01
6.446803520837315205e+01,6.416970239129027220e+01,6.408665891613489407e+01,6.451347444597608671e+01,6.423623721151808752e+01,6.427523395051686350e+01,6.407297352083702435e+01,6.443282850701666575e+01,6.387193793123071117e+01,6.356558809905948237e+01
6.437806834755018315e+01,6.446803520837315205e+01,6.416970239129027220e+01,6.408665891613489407e+01,6.451347444597608671e+01,6.423623721151808752e+01,6.427523395051686350e+01,6.407297352083702435e+01,6.443282850701666575e+01,6.387193793123071117e+01
