4.106386493118094450e+00 7.847774114802905210e+00 1.204342996593367943e+01 1.599894732846420276e+01 1.957962649575669900e+01 2.326633957258990293e+01 2.765139388081421146e+01 3.201307772146311237e+01 3.632005340313413910e+01 3.977691365738252216e+01 4.348548999972240381e+01 4.766121168835075395e+01 5.222463229757126157e+01 5.605359154666795973e+01 5.997396656993087305e+01 6.401461904649656276e+01 6.923750724978005167e+01 7.231792874088181122e+01 7.628807401550444922e+01
4.033838400663273482e+00 7.820921715270880092e+00 1.192129653077811824e+01 1.585704449902673652e+01 1.954960726860888798e+01 2.344464424189504825e+01 2.773018951567550872e+01 3.165215732802064963e+01 3.622249268953071777e+01 4.011515426427864384e+01 4.384120783305117186e+01 4.820396086712225525e+01 5.197268696603943283e+01 5.606333100639517397e+01 6.002176036817910187e+01 6.410063741682731120e+01 6.836507399820963826e+01 7.228135298033431866e+01 7.642538545839580877e+01
4.028142197510009126e+00 7.812302710719688292e+00 1.184435415969672611e+01 1.596583710905149367e+01 1.989865131490084948e+01 2.388506286424371083e+01 2.770457152033461767e+01 3.151866396442206408e+01 3.627470571990124171e+01 3.993339363655372409e+01 4.411310217640717468e+01 4.751969494886290590e+01 5.171919756545735680e+01 5.590725885500327053e+01 6.000860686331834870e+01 6.455693282728778115e+01 6.872611586066268785e+01 7.200741344537176758e+01 7.632007345813643440e+01
4.127334239558616780e+00 7.829723966015339265e+00 1.196489326334721071e+01 1.614923504034304003e+01 2.015205347969549265e+01 2.406554108768340328e+01 2.776903592739899906e+01 3.167340999425190162e+01 3.637187282987983394e+01 4.015074481332079159e+01 4.397287448658125442e+01 4.759985437951082332e+01 5.175022814383498826e+01 5.597609785791321713e+01 5.998070695343806591e+01 6.365588051124782254e+01 6.850619277397041174e+01 7.204518273953257790e+01 7.629607779383373156e+01
4.218127219634946634e+00 7.975713432965770622e+00 1.214025874344666711e+01 1.621948063848467214e+01 2.018425246112667892e+01 2.407034821053459694e+01 2.784991490648321033e+01 3.192904813875882652e+01 3.644466267788755687e+01 4.013495697532700746e+01 4.384944094159178718e+01 4.761521483257801890e+01 5.172163930005794441e+01 5.596973363606682739e+01 5.996225342806714309e+01 6.378107777653141852e+01 6.819158129120692990e+01 7.207680150601802893e+01 7.598044253097681633e+01
4.279576897162703730e+00 7.999252035244853509e+00 1.222861561488472759e+01 1.630182208347288508e+01 2.022905197105792041e+01 2.400662527931763179e+01 2.782078944154839917e+01 3.198874409913532801e+01 3.642705351163282756e+01 3.984415860278151200e+01 4.354254920421933406e+01 4.740358983704683027e+01 5.194323370732849554e+01 5.595100329309438791e+01 5.981643644602832666e+01 6.410636313609511205e+01 6.854101535509816756e+01 7.195519784758847948e+01 7.599486237654903675e+01
4.370094141514734964e+00 8.174938308387583064e+00 1.218984946482792431e+01 1.623371946131180721e+01 2.028215551707089048e+01 2.420068282783606506e+01 2.811041490407302490e+01 3.203545476279087723e+01 3.649765561086030630e+01 4.015090243706186612e+01 4.364793823282471408e+01 4.733956991231700329e+01 5.213768008186222858e+01 5.601253447161327159e+01 5.972228401942591347e+01 6.320377775685506094e+01 6.789112018548918570e+01 7.209464603473051625e+01 7.610331143316814462e+01
4.333316216255920672e+00 8.245344696586025535e+00 1.212946677608402268e+01 1.614968196116545940e+01 2.010995753486371385e+01 2.409039388814908378e+01 2.806929721306423176e+01 3.195252299899597404e+01 3.655878775669487624e+01 4.006823058686990180e+01 4.373765966130554261e+01 4.716175130160678464e+01 5.200229180750921643e+01 5.591320386202501425e+01 5.992904388815311734e+01 6.397776175699906531e+01 6.812549833078676897e+01 7.182206575222743083e+01 7.591974537677796775e+01
4.254013361577787755e+00 8.143754615170593070e+00 1.209205912982536901e+01 1.610619241804754509e+01 1.998264808396537617e+01 2.382700799591247431e+01 2.794855981598917793e+01 3.169413897781877054e+01 3.654923128267518706e+01 4.024287264549598575e+01 4.374333227595538887e+01 4.729108045583993913e+01 5.195533915317505347e+01 5.595455834147995233e+01 6.003052243040890090e+01 6.394138335391927797e+01 6.841986287122560384e+01 7.203177771051355194e+01 7.592806585251463503e+01
4.166874287293336643e+00 8.085869244561640912e+00 1.198952914186634899e+01 1.614862200968287809e+01 2.001858429450475541e+01 2.374113319877218586e+01 2.789909688503214724e+01 3.184360617333996402e+01 3.668289137428712365e+01 4.035329466498886575e+01 4.383746690932228063e+01 4.720769838910395322e+01 5.194431541860114265e+01 5.625629523636132490e+01 6.006161643029345498e+01 6.366146654837819341e+01 6.837026668486707592e+01 7.185930064407375539e+01 7.596221061303147337e+01
