0.1,24.725594968389974,0.279,0.354,0.251,0.333
0.15,21.21320960657019,0.28,0.354,0.249,0.333
0.1,18.91710415638458,0.0,0.0,0.004,0.0
0.2,18.727505314993152,0.279,0.354,0.245,0.333
0.5,10.920927430014874,0.279,0.354,0.238,0.333
0.8,7.1063878046735045,0.279,0.354,0.236,0.333
0.15,15.429020571505975,0.0,0.0,0.004,0.0
0.2,12.977374303766673,0.0,0.0,0.004,0.0
0.5,5.551743968568702,0.0,0.0,0.006,0.0
0.8,2.316249828006051,0.0,0.0,0.007,0.0
0.1,29.16739741830327,0.013,0.014,0.008,0.014
0.15,25.649066197289823,0.012,0.016,0.008,0.016
0.2,23.155091744494662,0.015,0.02,0.008,0.02
0.5,15.25220305170475,0.021,0.028,0.008,0.029
0.8,11.270691983794437,0.04,0.055,0.012,0.053
